Camera no,No,Filename,Date,Time,Species ,Distance 1,Angle 1,Distance 2,Angle 2,Distance 3,Angle 3
Cam 10,1,Cam 10/IMG_0001.JPG,12/26/2022,10:41AM,N/A,,,,,,
Cam 10,2,Cam 10/IMG_0002.JPG,12/26/2022,10:41AM,N/A,,,,,,
Cam 10,3,Cam 10/IMG_0003.JPG,12/26/2022,10:41AM,N/A,,,,,,
Cam 10,4,Cam 10/IMG_0004.JPG,12/26/2022,10:41AM,N/A,,,,,,
Cam 10,5,Cam 10/IMG_0005.JPG,12/26/2022,10:41AM,N/A,,,,,,
Cam 10,6,Cam 10/IMG_0006.JPG,12/26/2022,10:41AM,N/A,,,,,,
Cam 10,7,Cam 10/IMG_0007.JPG,12/26/2022,10:42AM,N/A,,,,,,
Cam 10,8,Cam 10/IMG_0008.JPG,12/26/2022,10:42AM,N/A,,,,,,
Cam 10,9,Cam 10/IMG_0009.JPG,12/26/2022,10:42AM,N/A,,,,,,
Cam 10,10,Cam 10/IMG_0010.JPG,12/26/2022,10:42AM,N/A,,,,,,
Cam 10,11,Cam 10/IMG_0011.JPG,12/26/2022,10:42AM,N/A,,,,,,
Cam 10,12,Cam 10/IMG_0012.JPG,12/26/2022,10:42AM,N/A,,,,,,
Cam 10,13,Cam 10/IMG_0013.JPG,12/26/2022,10:42AM,N/A,,,,,,
Cam 10,14,Cam 10/IMG_0014.JPG,12/26/2022,10:42AM,N/A,,,,,,
Cam 10,15,Cam 10/IMG_0015.JPG,12/26/2022,10:42AM,N/A,,,,,,
Cam 10,16,Cam 10/IMG_0016.JPG,12/26/2022,10:42AM,N/A,,,,,,
Cam 10,17,Cam 10/IMG_0017.JPG,12/26/2022,10:42AM,N/A,,,,,,
Cam 10,18,Cam 10/IMG_0018.JPG,12/26/2022,10:42AM,N/A,,,,,,
Cam 10,19,Cam 10/IMG_0019.JPG,12/26/2022,10:42AM,N/A,,,,,,
Cam 10,20,Cam 10/IMG_0020.JPG,12/26/2022,10:42AM,N/A,,,,,,
Cam 10,21,Cam 10/IMG_0021.JPG,12/26/2022,10:42AM,N/A,,,,,,
Cam 10,22,Cam 10/IMG_0022.JPG,12/26/2022,10:42AM,N/A,,,,,,
Cam 10,23,Cam 10/IMG_0023.JPG,12/26/2022,10:42AM,N/A,,,,,,
Cam 10,24,Cam 10/IMG_0024.JPG,12/26/2022,10:42AM,N/A,,,,,,
Cam 10,25,Cam 10/IMG_0025.JPG,12/26/2022,10:42AM,N/A,,,,,,
Cam 10,26,Cam 10/IMG_0026.JPG,12/26/2022,10:42AM,N/A,,,,,,
Cam 10,27,Cam 10/IMG_0027.JPG,12/26/2022,10:42AM,N/A,,,,,,
Cam 10,28,Cam 10/IMG_0028.JPG,12/26/2022,10:42AM,N/A,,,,,,
Cam 10,29,Cam 10/IMG_0029.JPG,12/26/2022,10:42AM,N/A,,,,,,
Cam 10,30,Cam 10/IMG_0030.JPG,12/26/2022,10:42AM,N/A,,,,,,
Cam 10,31,Cam 10/IMG_0031.JPG,12/26/2022,10:42AM,N/A,,,,,,
Cam 10,32,Cam 10/IMG_0032.JPG,12/26/2022,10:42AM,N/A,,,,,,
Cam 10,33,Cam 10/IMG_0033.JPG,12/26/2022,10:42AM,N/A,,,,,,
Cam 10,34,Cam 10/IMG_0034.JPG,12/26/2022,10:42AM,N/A,,,,,,
Cam 10,35,Cam 10/IMG_0035.JPG,12/26/2022,10:42AM,N/A,,,,,,
Cam 10,36,Cam 10/IMG_0036.JPG,12/26/2022,10:42AM,N/A,,,,,,
Cam 10,37,Cam 10/IMG_0037.JPG,12/26/2022,10:42AM,N/A,,,,,,
Cam 10,38,Cam 10/IMG_0038.JPG,12/26/2022,10:42AM,N/A,,,,,,
Cam 10,39,Cam 10/IMG_0039.JPG,12/26/2022,10:42AM,N/A,,,,,,
Cam 10,40,Cam 10/IMG_0040.JPG,12/26/2022,10:42AM,N/A,,,,,,
Cam 10,41,Cam 10/IMG_0041.JPG,12/26/2022,10:42AM,N/A,,,,,,
Cam 10,42,Cam 10/IMG_0042.JPG,12/26/2022,10:42AM,N/A,,,,,,
Cam 10,43,Cam 10/IMG_0043.JPG,12/26/2022,10:42AM,N/A,,,,,,
Cam 10,44,Cam 10/IMG_0044.JPG,12/26/2022,10:42AM,N/A,,,,,,
Cam 10,45,Cam 10/IMG_0045.JPG,12/26/2022,10:42AM,N/A,,,,,,
Cam 10,46,Cam 10/IMG_0046.JPG,12/26/2022,10:42AM,N/A,,,,,,
Cam 10,47,Cam 10/IMG_0047.JPG,12/26/2022,10:42AM,N/A,,,,,,
Cam 10,48,Cam 10/IMG_0048.JPG,12/26/2022,10:42AM,N/A,,,,,,
Cam 10,49,Cam 10/IMG_0049.JPG,12/26/2022,10:42AM,N/A,,,,,,
Cam 10,50,Cam 10/IMG_0050.JPG,12/26/2022,10:42AM,N/A,,,,,,
Cam 10,51,Cam 10/IMG_0051.JPG,12/26/2022,10:42AM,N/A,,,,,,
Cam 10,52,Cam 10/IMG_0052.JPG,12/26/2022,10:42AM,N/A,,,,,,
Cam 10,53,Cam 10/IMG_0053.JPG,12/26/2022,10:42AM,N/A,,,,,,
Cam 10,54,Cam 10/IMG_0054.JPG,12/26/2022,10:42AM,N/A,,,,,,
Cam 10,55,Cam 10/IMG_0055.JPG,12/26/2022,10:42AM,N/A,,,,,,
Cam 10,56,Cam 10/IMG_0056.JPG,12/26/2022,10:42AM,N/A,,,,,,
Cam 10,57,Cam 10/IMG_0057.JPG,12/26/2022,10:42AM,N/A,,,,,,
Cam 10,58,Cam 10/IMG_0058.JPG,12/26/2022,10:42AM,N/A,,,,,,
Cam 10,59,Cam 10/IMG_0059.JPG,12/26/2022,10:42AM,N/A,,,,,,
Cam 10,60,Cam 10/IMG_0060.JPG,12/26/2022,10:42AM,N/A,,,,,,
Cam 10,61,Cam 10/IMG_0061.JPG,12/26/2022,10:42AM,N/A,,,,,,
Cam 10,62,Cam 10/IMG_0062.JPG,12/26/2022,10:42AM,N/A,,,,,,
Cam 10,63,Cam 10/IMG_0063.JPG,12/26/2022,10:42AM,N/A,,,,,,
Cam 10,64,Cam 10/IMG_0064.JPG,12/26/2022,10:42AM,N/A,,,,,,
Cam 10,65,Cam 10/IMG_0065.JPG,12/26/2022,10:42AM,N/A,,,,,,
Cam 10,66,Cam 10/IMG_0066.JPG,12/26/2022,10:42AM,N/A,,,,,,
Cam 10,67,Cam 10/IMG_0067.JPG,12/26/2022,10:42AM,N/A,,,,,,
Cam 10,68,Cam 10/IMG_0068.JPG,12/26/2022,10:42AM,N/A,,,,,,
Cam 10,69,Cam 10/IMG_0069.JPG,12/26/2022,10:42AM,N/A,,,,,,
Cam 10,70,Cam 10/IMG_0070.JPG,12/26/2022,10:42AM,N/A,,,,,,
Cam 10,71,Cam 10/IMG_0071.JPG,12/26/2022,10:42AM,N/A,,,,,,
Cam 10,72,Cam 10/IMG_0072.JPG,12/26/2022,10:42AM,N/A,,,,,,
Cam 10,73,Cam 10/IMG_0073.JPG,12/26/2022,10:42AM,N/A,,,,,,
Cam 10,74,Cam 10/IMG_0074.JPG,12/26/2022,10:42AM,N/A,,,,,,
Cam 10,75,Cam 10/IMG_0075.JPG,12/26/2022,10:42AM,N/A,,,,,,
Cam 10,76,Cam 10/IMG_0076.JPG,12/26/2022,10:42AM,N/A,,,,,,
Cam 10,77,Cam 10/IMG_0077.JPG,12/26/2022,10:42AM,N/A,,,,,,
Cam 10,78,Cam 10/IMG_0078.JPG,12/26/2022,10:42AM,N/A,,,,,,
Cam 10,79,Cam 10/IMG_0079.JPG,12/26/2022,10:42AM,N/A,,,,,,
