Camera no,No,Filename,Date,Time,Species ,Distance 1,Angle 1,Distance 2,Angle 2,Distance 3,Angle 3
Cam 12,1,Cam 12/IMG_0001.JPG,12/26/2022,10:06AM,N/A,,,,,,
Cam 12,2,Cam 12/IMG_0002.JPG,12/26/2022,10:06AM,N/A,,,,,,
Cam 12,3,Cam 12/IMG_0003.JPG,12/26/2022,10:06AM,N/A,,,,,,
Cam 12,4,Cam 12/IMG_0004.JPG,12/26/2022,10:06AM,N/A,,,,,,
Cam 12,5,Cam 12/IMG_0005.JPG,12/26/2022,10:06AM,N/A,,,,,,
Cam 12,6,Cam 12/IMG_0006.JPG,12/26/2022,10:06AM,N/A,,,,,,
Cam 12,7,Cam 12/IMG_0007.JPG,12/26/2022,10:06AM,N/A,,,,,,
Cam 12,8,Cam 12/IMG_0008.JPG,12/26/2022,10:06AM,N/A,,,,,,
Cam 12,9,Cam 12/IMG_0009.JPG,12/26/2022,10:06AM,N/A,,,,,,
Cam 12,10,Cam 12/IMG_0010.JPG,12/26/2022,10:06AM,N/A,,,,,,
Cam 12,11,Cam 12/IMG_0011.JPG,12/26/2022,10:06AM,N/A,,,,,,
Cam 12,12,Cam 12/IMG_0012.JPG,12/26/2022,10:06AM,N/A,,,,,,
Cam 12,13,Cam 12/IMG_0013.JPG,12/26/2022,10:06AM,N/A,,,,,,
Cam 12,14,Cam 12/IMG_0014.JPG,12/26/2022,10:06AM,N/A,,,,,,
Cam 12,15,Cam 12/IMG_0015.JPG,12/26/2022,10:06AM.,N/A,,,,,,
Cam 12,16,Cam 12/IMG_0016.JPG,12/26/2022,10:06AM,N/A,,,,,,
Cam 12,17,Cam 12/IMG_0017.JPG,12/26/2022,10:06AM,N/A,,,,,,
Cam 12,18,Cam 12/IMG_0018.JPG,12/26/2022,10:06AM,N/A,,,,,,
Cam 12,19,Cam 12/IMG_0019.JPG,12/26/2022,10:06AM,N/A,,,,,,
Cam 12,20,Cam 12/IMG_0020.JPG,12/26/2022,10:06AM,N/A,,,,,,
Cam 12,21,Cam 12/IMG_0021.JPG,12/26/2022,10:06AM,N/A,,,,,,
Cam 12,22,Cam 12/IMG_0022.JPG,12/26/2022,10:06AM,N/A,,,,,,
Cam 12,23,Cam 12/IMG_0023.JPG,12/26/2022,10:06AM,N/A,,,,,,
Cam 12,24,Cam 12/IMG_0024.JPG,12/26/2022,10:06AM,N/A,,,,,,
Cam 12,25,Cam 12/IMG_0025.JPG,12/26/2022,10:06AM,N/A,,,,,,
Cam 12,26,Cam 12/IMG_0026.JPG,12/26/2022,10:06AM,N/A,,,,,,
Cam 12,27,Cam 12/IMG_0027.JPG,12/26/2022,10:06AM,N/A,,,,,,
Cam 12,28,Cam 12/IMG_0028.JPG,12/26/2022,10:06AM,N/A,,,,,,
Cam 12,29,Cam 12/IMG_0029.JPG,12/26/2022,10:06AM,N/A,,,,,,
Cam 12,30,Cam 12/IMG_0030.JPG,12/26/2022,10:06AM,N/A,,,,,,
Cam 12,31,Cam 12/IMG_0031.JPG,12/26/2022,10:06AM,N/A,,,,,,
Cam 12,32,Cam 12/IMG_0032.JPG,12/26/2022,10:06AM,N/A,,,,,,
Cam 12,33,Cam 12/IMG_0033.JPG,12/26/2022,10:06AM,N/A,,,,,,
Cam 12,34,Cam 12/IMG_0034.JPG,12/26/2022,10:06AM,N/A,,,,,,
Cam 12,35,Cam 12/IMG_0035.JPG,12/26/2022,10:06AM,N/A,,,,,,
Cam 12,36,Cam 12/IMG_0036.JPG,12/26/2022,10:06AM,N/A,,,,,,
