Camera no,No,Filename,Date,Time,Species ,Distance 1,Angle 1,Distance 2,Angle 2,Distance 3,Angle 3
Cam 14,1,Cam 14/IMG_0001.JPG,12/26/2022,11:52AM,N/A,,,,,,
Cam 14,2,Cam 14/IMG_0002.JPG,12/26/2022,11:52AM,N/A,,,,,,
Cam 14,3,Cam 14/IMG_0003.JPG,12/26/2022,11:52AM,N/A,,,,,,
Cam 14,4,Cam 14/IMG_0004.JPG,12/26/2022,11:52AM,N/A,,,,,,
Cam 14,5,Cam 14/IMG_0005.JPG,12/26/2022,11:52AM,N/A,,,,,,
Cam 14,6,Cam 14/IMG_0006.JPG,12/26/2022,11:52AM,N/A,,,,,,
Cam 14,7,Cam 14/IMG_0007.JPG,12/26/2022,11:52AM,N/A,,,,,,
Cam 14,8,Cam 14/IMG_0008.JPG,12/26/2022,11:52AM,N/A,,,,,,
Cam 14,9,Cam 14/IMG_0009.JPG,12/26/2022,11:52AM,N/A,,,,,,
Cam 14,10,Cam 14/IMG_0010.JPG,12/26/2022,11:52AM,N/A,,,,,,
Cam 14,11,Cam 14/IMG_0011.JPG,12/26/2022,11:52AM,N/A,,,,,,
Cam 14,12,Cam 14/IMG_0012.JPG,12/26/2022,11:52AM,N/A,,,,,,
Cam 14,13,Cam 14/IMG_0013.JPG,12/26/2022,11:52AM,N/A,,,,,,
Cam 14,14,Cam 14/IMG_0014.JPG,12/26/2022,11:52AM,N/A,,,,,,
Cam 14,15,Cam 14/IMG_0015.JPG,12/26/2022,11:52AM,N/A,,,,,,
Cam 14,16,Cam 14/IMG_0016.JPG,12/26/2022,11:52AM,N/A,,,,,,
Cam 14,17,Cam 14/IMG_0017.JPG,12/26/2022,11:52AM,N/A,,,,,,
Cam 14,18,Cam 14/IMG_0018.JPG,12/26/2022,11:52AM,N/A,,,,,,
Cam 14,19,Cam 14/IMG_0019.JPG,12/26/2022,11:52AM,N/A,,,,,,
Cam 14,20,Cam 14/IMG_0020.JPG,12/26/2022,11:52AM,N/A,,,,,,
Cam 14,21,Cam 14/IMG_0021.JPG,12/26/2022,11:52AM,N/A,,,,,,
Cam 14,22,Cam 14/IMG_0022.JPG,12/26/2022,11:52AM,N/A,,,,,,
Cam 14,23,Cam 14/IMG_0023.JPG,12/26/2022,11:52AM,N/A,,,,,,
Cam 14,24,Cam 14/IMG_0024.JPG,12/26/2022,11:52AM,N/A,,,,,,
Cam 14,25,Cam 14/IMG_0025.JPG,12/26/2022,11:52AM,N/A,,,,,,
Cam 14,26,Cam 14/IMG_0026.JPG,12/26/2022,11:52AM,N/A,,,,,,
Cam 14,27,Cam 14/IMG_0027.JPG,12/26/2022,11:52AM,N/A,,,,,,
Cam 14,28,Cam 14/IMG_0028.JPG,12/26/2022,11:52AM,N/A,,,,,,
Cam 14,29,Cam 14/IMG_0029.JPG,12/26/2022,11:52AM,N/A,,,,,,
Cam 14,30,Cam 14/IMG_0030.JPG,12/26/2022,11:52AM,N/A,,,,,,
Cam 14,31,Cam 14/IMG_0031.JPG,12/26/2022,11:52AM,N/A,,,,,,
Cam 14,32,Cam 14/IMG_0032.JPG,12/26/2022,11:52AM,N/A,,,,,,
Cam 14,33,Cam 14/IMG_0033.JPG,12/26/2022,11:52AM,N/A,,,,,,
Cam 14,34,Cam 14/IMG_0034.JPG,12/26/2022,11:52AM,N/A,,,,,,
Cam 14,35,Cam 14/IMG_0035.JPG,12/26/2022,11:52AM,N/A,,,,,,
Cam 14,36,Cam 14/IMG_0036.JPG,12/26/2022,11:52AM,N/A,,,,,,
Cam 14,37,Cam 14/IMG_0037.JPG,12/26/2022,11:52AM,N/A,,,,,,
Cam 14,38,Cam 14/IMG_0038.JPG,12/26/2022,11:52AM,N/A,,,,,,
Cam 14,39,Cam 14/IMG_0039.JPG,12/26/2022,11:52AM,N/A,,,,,,
