Camera no,No,Filename,Date,Time,Species ,Distance 1,Angle 1,Distance 2,Angle 2,Distance 3,Angle 3
Cam 4,1,Cam 4/IMG_0001.JPG,12/24/2022,12:41PM,N/A,,,,,,
Cam 4,2,Cam 4/IMG_0002.JPG,12/24/2022,12:41PM,N/A,,,,,,
Cam 4,3,Cam 4/IMG_0003.JPG,12/24/2022,12:41PM,N/A,,,,,,
Cam 4,4,Cam 4/IMG_0004.JPG,12/24/2022,12:41PM,N/A,,,,,,
Cam 4,5,Cam 4/IMG_0005.JPG,12/24/2022,12:41PM,N/A,,,,,,
Cam 4,6,Cam 4/IMG_0006.JPG,12/24/2022,12:41PM,N/A,,,,,,
Cam 4,7,Cam 4/IMG_0007.JPG,12/24/2022,12:41PM,N/A,,,,,,
Cam 4,8,Cam 4/IMG_0008.JPG,12/24/2022,12:41PM,N/A,,,,,,
Cam 4,9,Cam 4/IMG_0009.JPG,12/24/2022,12:41PM,N/A,,,,,,
Cam 4,10,Cam 4/IMG_0010.JPG,12/24/2022,12:41PM,N/A,,,,,,
Cam 4,11,Cam 4/IMG_0011.JPG,12/24/2022,12:41PM,N/A,,,,,,
Cam 4,12,Cam 4/IMG_0012.JPG,12/24/2022,12:41PM,N/A,,,,,,
Cam 4,13,Cam 4/IMG_0013.JPG,12/24/2022,12:41PM,N/A,,,,,,
Cam 4,14,Cam 4/IMG_0014.JPG,12/24/2022,12:41PM,N/A,,,,,,
Cam 4,15,Cam 4/IMG_0015.JPG,12/24/2022,12:41PM,N/A,,,,,,
Cam 4,16,Cam 4/IMG_0016.JPG,12/24/2022,12:41PM,N/A,,,,,,
Cam 4,17,Cam 4/IMG_0017.JPG,12/24/2022,12:41PM,N/A,,,,,,
Cam 4,18,Cam 4/IMG_0018.JPG,12/24/2022,12:41PM,N/A,,,,,,
Cam 4,19,Cam 4/IMG_0019.JPG,12124/2022,12:41PM,N/A,,,,,,
Cam 4,20,Cam 4/IMG_0020.JPG,12/24/2022,12:41PM,N/A,,,,,,
Cam 4,21,Cam 4/IMG_0021.JPG,12/24/2022,12:41PM,N/A,,,,,,
Cam 4,22,Cam 4/IMG_0022.JPG,12/24/2022,12:41PM,N/A,,,,,,
Cam 4,23,Cam 4/IMG_0023.JPG,12/24/2022,12:41PM,N/A,,,,,,
Cam 4,24,Cam 4/IMG_0024.JPG,12/24/2022,12:41PM,N/A,,,,,,
Cam 4,25,Cam 4/IMG_0025.JPG,12/24/2022,12:41PM,N/A,,,,,,
Cam 4,26,Cam 4/IMG_0026.JPG,12/24/2022,12:41PM,N/A,,,,,,
Cam 4,27,Cam 4/IMG_0027.JPG,12/24/2022,12:41PM,N/A,,,,,,
Cam 4,28,Cam 4/IMG_0028.JPG,12/24/2022,12:41PM,N/A,,,,,,
Cam 4,29,Cam 4/IMG_0029.JPG,12124/2022,12:41PM,N/A,,,,,,
Cam 4,30,Cam 4/IMG_0030.JPG,12/24/2022,12:41PM,N/A,,,,,,
Cam 4,31,Cam 4/IMG_0031.JPG,12/24/2022,12:41PM,N/A,,,,,,
Cam 4,32,Cam 4/IMG_0032.JPG,12/24/2022,12:41PM,N/A,,,,,,
Cam 4,33,Cam 4/IMG_0033.JPG,12/24/2022,12:41PM,N/A,,,,,,
Cam 4,34,Cam 4/IMG_0034.JPG,12/24/2022,12:41PM,N/A,,,,,,
Cam 4,35,Cam 4/IMG_0035.JPG,12/24/2022,12:41PM,N/A,,,,,,
Cam 4,36,Cam 4/IMG_0036.JPG,12/24/2022,12:41PM,N/A,,,,,,
Cam 4,37,Cam 4/IMG_0037.JPG,12/24/2022,12:41PM,N/A,,,,,,
Cam 4,38,Cam 4/IMG_0038.JPG,12/24/2022,12:41PM,N/A,,,,,,
Cam 4,39,Cam 4/IMG_0039.JPG,12/24/2022,12:41PM,N/A,,,,,,
Cam 4,40,Cam 4/IMG_0040.JPG,12/24/2022,12:42PM,N/A,,,,,,
Cam 4,41,Cam 4/IMG_0041.JPG,12/24/2022,12:42PM,N/A,,,,,,
Cam 4,42,Cam 4/IMG_0042.JPG,12/24/2022,12:42PM,N/A,,,,,,
Cam 4,43,Cam 4/IMG_0043.JPG,12/24/2022,12:42PM,N/A,,,,,,
Cam 4,44,Cam 4/IMG_0044.JPG,12/24/2022,12:42PM,N/A,,,,,,
Cam 4,45,Cam 4/IMG_0045.JPG,12/24/2022,12:42PM,N/A,,,,,,
Cam 4,46,Cam 4/IMG_0046.JPG,12/24/2022,12:42PM,N/A,,,,,,
Cam 4,47,Cam 4/IMG_0047.JPG,12/24/2022,12:42PM,N/A,,,,,,
Cam 4,48,Cam 4/IMG_0048.JPG,12/24/2022,12:42PM,N/A,,,,,,
Cam 4,49,Cam 4/IMG_0049.JPG,12/24/2022,12:44PM,N/A,,,,,,
Cam 4,50,Cam 4/IMG_0050.JPG,12/24/2022,12:44PM.,N/A,,,,,,
Cam 4,51,Cam 4/IMG_0051.JPG,12/24/2022,12:44PM,N/A,,,,,,
Cam 4,52,Cam 4/IMG_0052.JPG,12/24/2022,12:44PM,N/A,,,,,,
Cam 4,53,Cam 4/IMG_0053.JPG,12/24/2022,12:44PM,N/A,,,,,,
Cam 4,54,Cam 4/IMG_0054.JPG,12/24/2022,12:44PM,N/A,,,,,,
Cam 4,55,Cam 4/IMG_0055.JPG,12/24/2022,12:46PM,N/A,,,,,,
Cam 4,56,Cam 4/IMG_0056.JPG,12/24/2022,12:46PM.,N/A,,,,,,
Cam 4,57,Cam 4/IMG_0057.JPG,12/24/2022,12:46PM.,N/A,,,,,,
Cam 4,58,Cam 4/IMG_0058.JPG,12/24/2022,12:46PM,N/A,,,,,,
Cam 4,59,Cam 4/IMG_0059.JPG,12/24/2022,12:46PM,N/A,,,,,,
Cam 4,60,Cam 4/IMG_0060.JPG,12/24/2022,12:46PM,N/A,,,,,,
Cam 4,61,Cam 4/IMG_0061.JPG,12/24/2022,12:46PM.,N/A,,,,,,
Cam 4,62,Cam 4/IMG_0062.JPG,12/24/2022,12:46PM,N/A,,,,,,
Cam 4,63,Cam 4/IMG_0063.JPG,12/24/2022,12:46PM,N/A,,,,,,
Cam 4,64,Cam 4/IMG_0064.JPG,12/24/2022,12:46PM,N/A,,,,,,
Cam 4,65,Cam 4/IMG_0065.JPG,12/24/2022,12:46PM.,N/A,,,,,,
Cam 4,66,Cam 4/IMG_0066.JPG,12/24/2022,12:46PM,N/A,,,,,,
Cam 4,67,Cam 4/IMG_0067.JPG,12/24/2022,12:46PM,N/A,,,,,,
Cam 4,68,Cam 4/IMG_0068.JPG,12/24/2022,12:46PM,N/A,,,,,,
Cam 4,69,Cam 4/IMG_0069.JPG,12/24/2022,12:46PM,N/A,,,,,,
Cam 4,70,Cam 4/IMG_0070.JPG,12/24/2022,12:46PM,N/A,,,,,,
Cam 4,71,Cam 4/IMG_0071.JPG,12/24/2022,12:46PM,N/A,,,,,,
Cam 4,72,Cam 4/IMG_0072.JPG,12/24/2022,12:46PM.,N/A,,,,,,
Cam 4,73,Cam 4/IMG_0073.JPG,12/24/2022,12:46PM.,N/A,,,,,,
Cam 4,74,Cam 4/IMG_0074.JPG,12/24/2022,12:46PM,N/A,,,,,,
Cam 4,75,Cam 4/IMG_0075.JPG,12/24/2022,12:46PM,N/A,,,,,,
Cam 4,76,Cam 4/IMG_0076.JPG,12/24/2022,12:46PM,N/A,,,,,,
Cam 4,77,Cam 4/IMG_0077.JPG,12/24/2022,12:46PM.,N/A,,,,,,
Cam 4,78,Cam 4/IMG_0078.JPG,12/24/2022,12:46PM,N/A,,,,,,
Cam 4,79,Cam 4/IMG_0079.JPG,12/24/2022,12:46PM.,N/A,,,,,,
Cam 4,80,Cam 4/IMG_0080.JPG,12/24/2022,12:46PM,N/A,,,,,,
Cam 4,81,Cam 4/IMG_0081.JPG,12/24/2022,12:46PM,N/A,,,,,,
Cam 4,82,Cam 4/IMG_0082.JPG,12/24/2022,12:46PM.,N/A,,,,,,
Cam 4,83,Cam 4/IMG_0083.JPG,12/24/2022,12:46PM,N/A,,,,,,
Cam 4,84,Cam 4/IMG_0084.JPG,12/24/2022,12:46PM,N/A,,,,,,
Cam 4,85,Cam 4/IMG_0085.JPG,12/24/2022,12:47PM.,N/A,,,,,,
Cam 4,86,Cam 4/IMG_0086.JPG,12/24/2022,12:47PM,N/A,,,,,,
Cam 4,87,Cam 4/IMG_0087.JPG,12/24/2022,12:47PM,N/A,,,,,,
Cam 4,88,Cam 4/IMG_0088.JPG,12/24/2022,12:47PM,N/A,,,,,,
Cam 4,89,Cam 4/IMG_0089.JPG,12/24/2022,12:47PM,N/A,,,,,,
Cam 4,90,Cam 4/IMG_0090.JPG,12/24/2022,12:47PM,N/A,,,,,,
Cam 4,91,Cam 4/IMG_0091.JPG,12/24/2022,12:47PM.,N/A,,,,,,
Cam 4,92,Cam 4/IMG_0092.JPG,12/24/2022,12:47PM,N/A,,,,,,
Cam 4,93,Cam 4/IMG_0093.JPG,12/24/2022,12:47PM.,N/A,,,,,,
Cam 4,94,Cam 4/IMG_0094.JPG,12/24/2022,12:47PM,N/A,,,,,,
Cam 4,95,Cam 4/IMG_0095.JPG,12/24/2022,12:47PM,N/A,,,,,,
Cam 4,96,Cam 4/IMG_0096.JPG,12/24/2022,12:47PM,N/A,,,,,,
Cam 4,97,Cam 4/IMG_0097.JPG,12/24/2022,12:47PM,N/A,,,,,,
Cam 4,98,Cam 4/IMG_0098.JPG,12/24/2022,12:47PM,N/A,,,,,,
Cam 4,99,Cam 4/IMG_0099.JPG,12/24/2022,12:47PM,N/A,,,,,,
Cam 4,100,Cam 4/IMG_0100.JPG,12/24/2022,12:49PM,N/A,,,,,,
Cam 4,101,Cam 4/IMG_0101.JPG,12/24/2022,12:49PM,N/A,,,,,,
Cam 4,102,Cam 4/IMG_0102.JPG,12/24/2022,12:49PM,N/A,,,,,,
Cam 4,103,Cam 4/IMG_0103.JPG,12/24/2022,12:49PM,N/A,,,,,,
Cam 4,104,Cam 4/IMG_0104.JPG,12/24/2022,12:49PM,N/A,,,,,,
Cam 4,105,Cam 4/IMG_0105.JPG,12/24/2022,12:49PM,N/A,,,,,,
Cam 4,106,Cam 4/IMG_0106.JPG,12/24/2022,12:49PM,N/A,,,,,,
Cam 4,107,Cam 4/IMG_0107.JPG,12/24/2022,12:49PM,N/A,,,,,,
Cam 4,108,Cam 4/IMG_0108.JPG,12/24/2022,12:49PM,N/A,,,,,,
Cam 4,109,Cam 4/IMG_0109.JPG,12/24/2022,12:49PM,N/A,,,,,,
Cam 4,110,Cam 4/IMG_0110.JPG,12/24/2022,12:49PM,N/A,,,,,,
Cam 4,111,Cam 4/IMG_0111.JPG,12/24/2022,12:49PM,N/A,,,,,,
Cam 4,112,Cam 4/IMG_0112.JPG,12/24/2022,12:49PM,N/A,,,,,,
Cam 4,113,Cam 4/IMG_0113.JPG,12/24/2022,12:49PM,N/A,,,,,,
Cam 4,114,Cam 4/IMG_0114.JPG,12/24/2022,12:49PM,N/A,,,,,,
Cam 4,115,Cam 4/IMG_0115.JPG,12/24/2022,12:49PM,N/A,,,,,,
Cam 4,116,Cam 4/IMG_0116.JPG,12/24/2022,12:49PM,N/A,,,,,,
Cam 4,117,Cam 4/IMG_0117.JPG,12/24/2022,12:49PM,N/A,,,,,,
Cam 4,118,Cam 4/IMG_0118.JPG,12/24/2022,12:49PM,N/A,,,,,,
Cam 4,119,Cam 4/IMG_0119.JPG,12/24/2022,12:49PM,N/A,,,,,,
Cam 4,120,Cam 4/IMG_0120.JPG,12/24/2022,12:49PM,N/A,,,,,,
Cam 4,121,Cam 4/IMG_0121.JPG,12/24/2022,12:49PM,N/A,,,,,,
Cam 4,122,Cam 4/IMG_0122.JPG,12/24/2022,12:49PM,N/A,,,,,,
Cam 4,123,Cam 4/IMG_0123.JPG,12/24/2022,12:49PM,N/A,,,,,,
Cam 4,124,Cam 4/IMG_0124.JPG,12/24/2022,12:49PM,N/A,,,,,,
Cam 4,125,Cam 4/IMG_0125.JPG,12/24/2022,12:49PM,N/A,,,,,,
Cam 4,126,Cam 4/IMG_0126.JPG,12/24/2022,12:49PM,N/A,,,,,,
Cam 4,127,Cam 4/IMG_0127.JPG,12/24/2022,12:49PM,N/A,,,,,,
Cam 4,128,Cam 4/IMG_0128.JPG,12/24/2022,12:49PM,N/A,,,,,,
Cam 4,129,Cam 4/IMG_0129.JPG,12/24/2022,12:49PM,N/A,,,,,,
Cam 4,130,Cam 4/IMG_0130.JPG,12/24/2022,12:49PM,N/A,,,,,,
Cam 4,131,Cam 4/IMG_0131.JPG,12/24/2022,12:49PM,N/A,,,,,,
Cam 4,132,Cam 4/IMG_0132.JPG,12/24/2022,12:49PM,N/A,,,,,,
Cam 4,133,Cam 4/IMG_0133.JPG,12/24/2022,12:50PM,N/A,,,,,,
Cam 4,134,Cam 4/IMG_0134.JPG,12/24/2022,12:50PM,N/A,,,,,,
Cam 4,135,Cam 4/IMG_0135.JPG,12/24/2022,12:50PM,N/A,,,,,,
Cam 4,136,Cam 4/IMG_0136.JPG,12/24/2022,12:50PM,N/A,,,,,,
Cam 4,137,Cam 4/IMG_0137.JPG,12/24/2022,12:50PM,N/A,,,,,,
Cam 4,138,Cam 4/IMG_0138.JPG,12/24/2022,12:50PM,N/A,,,,,,
Cam 4,139,Cam 4/IMG_0139.JPG,12/24/2022,12:50PM,N/A,,,,,,
