Camera no,No,Filename,Date,Time,Species ,Distance 1,Angle 1,Distance 2,Angle 2,Distance 3,Angle 3
Cam 8,1,Cam 8/IMG_0001.JPG,11/22/2022,12:04PM,N/A,,,,,,
Cam 8,2,Cam 8/IMG_0002.JPG,11/22/2022,12:04PM,N/A,,,,,,
Cam 8,3,Cam 8/IMG_0003.JPG,11/22/2022,12:04PM,N/A,,,,,,
Cam 8,4,Cam 8/IMG_0004.JPG,11/22/2022,12:04PM,N/A,,,,,,
Cam 8,5,Cam 8/IMG_0005.JPG,11/22/2022,12:04PM,N/A,,,,,,
Cam 8,6,Cam 8/IMG_0006.JPG,11/22/2022,12:04PM,N/A,,,,,,
Cam 8,7,Cam 8/IMG_0007.JPG,11/22/2022,12:04PM,N/A,,,,,,
Cam 8,8,Cam 8/IMG_0008.JPG,11/22/2022,12:04PM,N/A,,,,,,
Cam 8,9,Cam 8/IMG_0009.JPG,11/22/2022,12:04PM,N/A,,,,,,
Cam 8,10,Cam 8/IMG_0010.JPG,11/22/2022,12:04PM,N/A,,,,,,
Cam 8,11,Cam 8/IMG_0011.JPG,11/22/2022,12:04PM,N/A,,,,,,
Cam 8,12,Cam 8/IMG_0012.JPG,11/22/2022,12:04PM,N/A,,,,,,
Cam 8,13,Cam 8/IMG_0013.JPG,11/22/2022,12:04PM,N/A,,,,,,
Cam 8,14,Cam 8/IMG_0014.JPG,11/22/2022,12:04PM,N/A,,,,,,
Cam 8,15,Cam 8/IMG_0015.JPG,11/22/2022,12:04PM,N/A,,,,,,
Cam 8,16,Cam 8/IMG_0016.JPG,11/22/2022,12:04PM,N/A,,,,,,
Cam 8,17,Cam 8/IMG_0017.JPG,11/22/2022,12:04PM,N/A,,,,,,
Cam 8,18,Cam 8/IMG_0018.JPG,11/22/2022,12:04PM,N/A,,,,,,
Cam 8,19,Cam 8/IMG_0019.JPG,11/22/2022,12:04PM,N/A,,,,,,
Cam 8,20,Cam 8/IMG_0020.JPG,11/22/2022,12:04PM,N/A,,,,,,
Cam 8,21,Cam 8/IMG_0021.JPG,11/22/2022,12:04PM,N/A,,,,,,
Cam 8,22,Cam 8/IMG_0022.JPG,11/22/2022,12:04PM,N/A,,,,,,
Cam 8,23,Cam 8/IMG_0023.JPG,11/22/2022,12:04PM,N/A,,,,,,
Cam 8,24,Cam 8/IMG_0024.JPG,11/22/2022,12:04PM,N/A,,,,,,
Cam 8,25,Cam 8/IMG_0025.JPG,11/22/2022,12:05PM,N/A,,,,,,
Cam 8,26,Cam 8/IMG_0026.JPG,11/22/2022,12:05PM,N/A,,,,,,
Cam 8,27,Cam 8/IMG_0027.JPG,11/22/2022,12:05PM,N/A,,,,,,
Cam 8,28,Cam 8/IMG_0028.JPG,11/22/2022,12:05PM,N/A,,,,,,
Cam 8,29,Cam 8/IMG_0029.JPG,11/22/2022,12:05PM,N/A,,,,,,
Cam 8,30,Cam 8/IMG_0030.JPG,11/22/2022,12:05PM,N/A,,,,,,
Cam 8,31,Cam 8/IMG_0031.JPG,11/22/2022,12:05PM,N/A,,,,,,
Cam 8,32,Cam 8/IMG_0032.JPG,11/22/2022,12:05PM,N/A,,,,,,
Cam 8,33,Cam 8/IMG_0033.JPG,11/22/2022,12:05PM,N/A,,,,,,
Cam 8,34,Cam 8/IMG_0034.JPG,11/22/2022,12:05PM,N/A,,,,,,
Cam 8,35,Cam 8/IMG_0035.JPG,11/22/2022,12:05PM,N/A,,,,,,
Cam 8,36,Cam 8/IMG_0036.JPG,11/22/2022,12:05PM,N/A,,,,,,
Cam 8,37,Cam 8/IMG_0037.JPG,11/22/2022,12:05PM,N/A,,,,,,
Cam 8,38,Cam 8/IMG_0038.JPG,11/22/2022,12:05PM,N/A,,,,,,
Cam 8,39,Cam 8/IMG_0039.JPG,11/22/2022,12:05PM,N/A,,,,,,
Cam 8,40,Cam 8/IMG_0040.JPG,11/22/2022,12:05PM,N/A,,,,,,
Cam 8,41,Cam 8/IMG_0041.JPG,11/22/2022,12:05PM,N/A,,,,,,
Cam 8,42,Cam 8/IMG_0042.JPG,11/22/2022,12:05PM,N/A,,,,,,
Cam 8,43,Cam 8/IMG_0043.JPG,11/22/2022,12:05PM,N/A,,,,,,
Cam 8,44,Cam 8/IMG_0044.JPG,11/22/2022,12:05PM,N/A,,,,,,
Cam 8,45,Cam 8/IMG_0045.JPG,11/22/2022,12:05PM,N/A,,,,,,
Cam 8,46,Cam 8/IMG_0046.JPG,11/22/2022,12:05PM,N/A,,,,,,
Cam 8,47,Cam 8/IMG_0047.JPG,11/22/2022,12:05PM,N/A,,,,,,
Cam 8,48,Cam 8/IMG_0048.JPG,11/22/2022,12:05PM,N/A,,,,,,
Cam 8,49,Cam 8/IMG_0049.JPG,11/22/2022,12:05PM,N/A,,,,,,
Cam 8,50,Cam 8/IMG_0050.JPG,11/22/2022,12:05PM,N/A,,,,,,
Cam 8,51,Cam 8/IMG_0051.JPG,11/22/2022,12:05PM,N/A,,,,,,
Cam 8,52,Cam 8/IMG_0052.JPG,11/22/2022,12:05PM,N/A,,,,,,
Cam 8,53,Cam 8/IMG_0053.JPG,11/22/2022,12:05PM,N/A,,,,,,
Cam 8,54,Cam 8/IMG_0054.JPG,11/22/2022,12:05PM,N/A,,,,,,
Cam 8,55,Cam 8/IMG_0055.JPG,11/22/2022,12:05PM,N/A,,,,,,
Cam 8,56,Cam 8/IMG_0056.JPG,11/22/2022,12:05PM,N/A,,,,,,
Cam 8,57,Cam 8/IMG_0057.JPG,11/22/2022,12:05PM,N/A,,,,,,
Cam 8,58,Cam 8/IMG_0058.JPG,11/22/2022,12:05PM,N/A,,,,,,
Cam 8,59,Cam 8/IMG_0059.JPG,11/22/2022,12:05PM,N/A,,,,,,
Cam 8,60,Cam 8/IMG_0060.JPG,11/22/2022,12:05PM,N/A,,,,,,
Cam 8,61,Cam 8/IMG_0061.JPG,11/22/2022,12:05PM,N/A,,,,,,
Cam 8,62,Cam 8/IMG_0062.JPG,11/22/2022,12:05PM,N/A,,,,,,
Cam 8,63,Cam 8/IMG_0063.JPG,11/22/2022,12:05PM,N/A,,,,,,
Cam 8,64,Cam 8/IMG_0064.JPG,11/22/2022,12:05PM,N/A,,,,,,
Cam 8,65,Cam 8/IMG_0065.JPG,11/22/2022,12:05PM,N/A,,,,,,
Cam 8,66,Cam 8/IMG_0066.JPG,11/22/2022,12:05PM,N/A,,,,,,
Cam 8,67,Cam 8/IMG_0067.JPG,11/22/2022,12:05PM,N/A,,,,,,
Cam 8,68,Cam 8/IMG_0068.JPG,11/22/2022,12:05PM,N/A,,,,,,
Cam 8,69,Cam 8/IMG_0069.JPG,11/22/2022,12:05PM,N/A,,,,,,
Cam 8,70,Cam 8/IMG_0070.JPG,11/22/2022,12:05PM,N/A,,,,,,
Cam 8,71,Cam 8/IMG_0071.JPG,11/22/2022,12:05PM,N/A,,,,,,
Cam 8,72,Cam 8/IMG_0072.JPG,11/22/2022,12:05PM,N/A,,,,,,
Cam 8,73,Cam 8/IMG_0073.JPG,11/22/2022,12:05PM,N/A,,,,,,
Cam 8,74,Cam 8/IMG_0074.JPG,11/22/2022,12:05PM,N/A,,,,,,
Cam 8,75,Cam 8/IMG_0075.JPG,11/22/2022,12:05PM,N/A,,,,,,
Cam 8,76,Cam 8/IMG_0076.JPG,11/22/2022,12:05PM,N/A,,,,,,
Cam 8,77,Cam 8/IMG_0077.JPG,11/22/2022,12:05PM,N/A,,,,,,
Cam 8,78,Cam 8/IMG_0078.JPG,11/22/2022,12:05PM,N/A,,,,,,
Cam 8,79,Cam 8/IMG_0079.JPG,11/22/2022,12:05PM,N/A,,,,,,
Cam 8,80,Cam 8/IMG_0080.JPG,11/22/2022,12:05PM,N/A,,,,,,
Cam 8,81,Cam 8/IMG_0081.JPG,11/22/2022,12:05PM,N/A,,,,,,
Cam 8,82,Cam 8/IMG_0082.JPG,11/22/2022,12:05PM,N/A,,,,,,
Cam 8,83,Cam 8/IMG_0083.JPG,11/22/2022,12:05PM,N/A,,,,,,
Cam 8,84,Cam 8/IMG_0084.JPG,11/22/2022,12:05PM,N/A,,,,,,
Cam 8,85,Cam 8/IMG_0085.JPG,11/22/2022,12:05PM,N/A,,,,,,
Cam 8,86,Cam 8/IMG_0086.JPG,11/22/2022,12:05PM,N/A,,,,,,
Cam 8,87,Cam 8/IMG_0087.JPG,11/22/2022,12:05PM,N/A,,,,,,
Cam 8,88,Cam 8/IMG_0088.JPG,11/22/2022,12:05PM,N/A,,,,,,
Cam 8,89,Cam 8/IMG_0089.JPG,11/22/2022,12:05PM,N/A,,,,,,
Cam 8,90,Cam 8/IMG_0090.JPG,11/22/2022,12:05PM,N/A,,,,,,
Cam 8,91,Cam 8/IMG_0091.JPG,11/22/2022,12:05PM,N/A,,,,,,
Cam 8,92,Cam 8/IMG_0092.JPG,11/22/2022,12:05PM,N/A,,,,,,
Cam 8,93,Cam 8/IMG_0093.JPG,11/22/2022,12:05PM,N/A,,,,,,
Cam 8,94,Cam 8/IMG_0094.JPG,11/22/2022,12:05PM,N/A,,,,,,
Cam 8,95,Cam 8/IMG_0095.JPG,11/22/2022,12:05PM,N/A,,,,,,
Cam 8,96,Cam 8/IMG_0096.JPG,11/22/2022,12:05PM,N/A,,,,,,
Cam 8,97,Cam 8/IMG_0097.JPG,11/22/2022,12:07PM,N/A,,,,,,
Cam 8,98,Cam 8/IMG_0098.JPG,11/22/2022,12:07PM,N/A,,,,,,
Cam 8,99,Cam 8/IMG_0099.JPG,11/22/2022,12:07PM,N/A,,,,,,
Cam 8,100,Cam 8/IMG_0100.JPG,11/22/2022,12:07PM,N/A,,,,,,
Cam 8,101,Cam 8/IMG_0101.JPG,11/22/2022,12:07PM,N/A,,,,,,
Cam 8,102,Cam 8/IMG_0102.JPG,11/22/2022,12:07PM,N/A,,,,,,
Cam 8,103,Cam 8/IMG_0103.JPG,11/22/2022,12:07PM,N/A,,,,,,
Cam 8,104,Cam 8/IMG_0104.JPG,11/22/2022,12:07PM,N/A,,,,,,
Cam 8,105,Cam 8/IMG_0105.JPG,11/22/2022,12:08PM,N/A,,,,,,
Cam 8,106,Cam 8/IMG_0106.JPG,11/22/2022,12:08PM,N/A,,,,,,
Cam 8,107,Cam 8/IMG_0107.JPG,11/22/2022,12:08PM,N/A,,,,,,
Cam 8,108,Cam 8/IMG_0108.JPG,11/22/2022,12:08PM,N/A,,,,,,
Cam 8,109,Cam 8/IMG_0109.JPG,11/22/2022,12:08PM,N/A,,,,,,
Cam 8,110,Cam 8/IMG_0110.JPG,11/22/2022,12:08PM,N/A,,,,,,
Cam 8,111,Cam 8/IMG_0111.JPG,11/22/2022,12:08PM,N/A,,,,,,
Cam 8,112,Cam 8/IMG_0112.JPG,11/22/2022,12:08PM,N/A,,,,,,
Cam 8,113,Cam 8/IMG_0113.JPG,11/22/2022,12:08PM,N/A,,,,,,
Cam 8,114,Cam 8/IMG_0114.JPG,11/22/2022,12:08PM,N/A,,,,,,
Cam 8,115,Cam 8/IMG_0115.JPG,11/22/2022,12:08PM,N/A,,,,,,
Cam 8,116,Cam 8/IMG_0116.JPG,11/22/2022,12:08PM,N/A,,,,,,
Cam 8,117,Cam 8/IMG_0117.JPG,11/22/2022,12:08PM,N/A,,,,,,
Cam 8,118,Cam 8/IMG_0118.JPG,11/22/2022,12:08PM,N/A,,,,,,
Cam 8,119,Cam 8/IMG_0119.JPG,11/22/2022,12:08PM,N/A,,,,,,
Cam 8,120,Cam 8/IMG_0120.JPG,11/22/2022,12:08PM,N/A,,,,,,
Cam 8,121,Cam 8/IMG_0121.JPG,11/22/2022,12:08PM,N/A,,,,,,
Cam 8,122,Cam 8/IMG_0122.JPG,11/22/2022,12:08PM,N/A,,,,,,
Cam 8,123,Cam 8/IMG_0123.JPG,11/22/2022,12:08PM,N/A,,,,,,
Cam 8,124,Cam 8/IMG_0124.JPG,11/22/2022,12:08PM,N/A,,,,,,
Cam 8,125,Cam 8/IMG_0125.JPG,11/22/2022,12:08PM,N/A,,,,,,
Cam 8,126,Cam 8/IMG_0126.JPG,11/22/2022,12:08PM,N/A,,,,,,
Cam 8,127,Cam 8/IMG_0127.JPG,11/22/2022,12:08PM,N/A,,,,,,
Cam 8,128,Cam 8/IMG_0128.JPG,11/22/2022,12:08PM,N/A,,,,,,
Cam 8,129,Cam 8/IMG_0129.JPG,11/22/2022,12:08PM,N/A,,,,,,
Cam 8,130,Cam 8/IMG_0130.JPG,11/22/2022,12:08PM,N/A,,,,,,
Cam 8,131,Cam 8/IMG_0131.JPG,11/22/2022,12:08PM,N/A,,,,,,
Cam 8,132,Cam 8/IMG_0132.JPG,11/22/2022,12:08PM,N/A,,,,,,
Cam 8,133,Cam 8/IMG_0133.JPG,11/22/2022,12:08PM,N/A,,,,,,
Cam 8,134,Cam 8/IMG_0134.JPG,11/22/2022,12:08PM,N/A,,,,,,
Cam 8,135,Cam 8/IMG_0135.JPG,11/22/2022,12:08PM,N/A,,,,,,
Cam 8,136,Cam 8/IMG_0136.JPG,11/22/2022,12:08PM,N/A,,,,,,
Cam 8,137,Cam 8/IMG_0137.JPG,11/22/2022,12:08PM,N/A,,,,,,
Cam 8,138,Cam 8/IMG_0138.JPG,11/22/2022,12:08PM,N/A,,,,,,
Cam 8,139,Cam 8/IMG_0139.JPG,11/22/2022,12:08PM,N/A,,,,,,
Cam 8,140,Cam 8/IMG_0140.JPG,11/22/2022,12:08PM,N/A,,,,,,
Cam 8,141,Cam 8/IMG_0141.JPG,11/22/2022,12:08PM,N/A,,,,,,
Cam 8,142,Cam 8/IMG_0142.JPG,11/22/2022,12:08PM,N/A,,,,,,
Cam 8,143,Cam 8/IMG_0143.JPG,11/22/2022,12:08PM,N/A,,,,,,
Cam 8,144,Cam 8/IMG_0144.JPG,11/22/2022,12:08PM,N/A,,,,,,
Cam 8,145,Cam 8/IMG_0145.JPG,11/22/2022,12:08PM,N/A,,,,,,
Cam 8,146,Cam 8/IMG_0146.JPG,11/22/2022,12:08PM,N/A,,,,,,
Cam 8,147,Cam 8/IMG_0147.JPG,11/22/2022,12:08PM,N/A,,,,,,
Cam 8,148,Cam 8/IMG_0148.JPG,11/22/2022,12:10PM,N/A,,,,,,
Cam 8,149,Cam 8/IMG_0149.JPG,11/22/2022,12:10PM,N/A,,,,,,
Cam 8,150,Cam 8/IMG_0150.JPG,11/22/2022,12:10PM,N/A,,,,,,
Cam 8,151,Cam 8/IMG_0151.JPG,11/22/2022,12:10PM,N/A,,,,,,
Cam 8,152,Cam 8/IMG_0152.JPG,11/22/2022,12:10PM,N/A,,,,,,
Cam 8,153,Cam 8/IMG_0153.JPG,11/22/2022,12:10PM,N/A,,,,,,
Cam 8,154,Cam 8/IMG_0154.JPG,11/22/2022,12:10PM,N/A,,,,,,
Cam 8,155,Cam 8/IMG_0155.JPG,11/22/2022,12:10PM,N/A,,,,,,
Cam 8,156,Cam 8/IMG_0156.JPG,11/22/2022,12:10PM,N/A,,,,,,
Cam 8,157,Cam 8/IMG_0157.JPG,11/22/2022,12:10PM,N/A,,,,,,
Cam 8,158,Cam 8/IMG_0158.JPG,11/22/2022,12:11PM,N/A,,,,,,
Cam 8,159,Cam 8/IMG_0159.JPG,11/22/2022,12:11PM,N/A,,,,,,
Cam 8,160,Cam 8/IMG_0160.JPG,11/22/2022,12:11PM,N/A,,,,,,
Cam 8,161,Cam 8/IMG_0161.JPG,11/22/2022,12:11PM,N/A,,,,,,
Cam 8,162,Cam 8/IMG_0162.JPG,11/22/2022,12:11PM,N/A,,,,,,
