Camera no,No,Filename,Date,Time,Species ,Distance 1,Angle 1,Distance 2,Angle 2,Distance 3,Angle 3
Cam 9,1,Cam 9/IMG_0001.JPG,12/14/2022,07:15PM,N/A,,,,,,
Cam 9,2,Cam 9/IMG_0002.JPG,12/14/2022,07:15PM,N/A,,,,,,
Cam 9,3,Cam 9/IMG_0003.JPG,12/14/2022,07:15PM,N/A,,,,,,
Cam 9,4,Cam 9/IMG_0004.JPG,12/14/2022,07:15PM,N/A,,,,,,
Cam 9,5,Cam 9/IMG_0005.JPG,12/14/2022,07:15PM,N/A,,,,,,
Cam 9,6,Cam 9/IMG_0006.JPG,12/14/2022,07:15PM,N/A,,,,,,
Cam 9,7,Cam 9/IMG_0007.JPG,12/14/2022,07:15PM,N/A,,,,,,
Cam 9,8,Cam 9/IMG_0008.JPG,12/14/2022,07:15PM,N/A,,,,,,
Cam 9,9,Cam 9/IMG_0009.JPG,12/14/2022,07:15PM,N/A,,,,,,
Cam 9,10,Cam 9/IMG_0010.JPG,12/14/2022,07:15PM,N/A,,,,,,
Cam 9,11,Cam 9/IMG_0011.JPG,12/14/2022,07:15PM,N/A,,,,,,
Cam 9,12,Cam 9/IMG_0012.JPG,12/14/2022,07:15PM,N/A,,,,,,
Cam 9,13,Cam 9/IMG_0013.JPG,12/14/2022,07:15PM,N/A,,,,,,
Cam 9,14,Cam 9/IMG_0014.JPG,12/14/2022,07:15PM,N/A,,,,,,
Cam 9,15,Cam 9/IMG_0015.JPG,12/14/2022,07:15PM,N/A,,,,,,
Cam 9,16,Cam 9/IMG_0016.JPG,12/14/2022,07:15PM,N/A,,,,,,
Cam 9,17,Cam 9/IMG_0017.JPG,12/14/2022,07:15PM,N/A,,,,,,
Cam 9,18,Cam 9/IMG_0018.JPG,12/14/2022,07:15PM,N/A,,,,,,
Cam 9,19,Cam 9/IMG_0019.JPG,12/14/2022,07:15PM,N/A,,,,,,
Cam 9,20,Cam 9/IMG_0020.JPG,12/14/2022,07:15PM,N/A,,,,,,
Cam 9,21,Cam 9/IMG_0021.JPG,12/14/2022,07:15PM,N/A,,,,,,
Cam 9,22,Cam 9/IMG_0022.JPG,12/14/2022,07:15PM,N/A,,,,,,
Cam 9,23,Cam 9/IMG_0023.JPG,12/14/2022,07:16PM,N/A,,,,,,
Cam 9,24,Cam 9/IMG_0024.JPG,12/14/2022,07:16PM,N/A,,,,,,
Cam 9,25,Cam 9/IMG_0025.JPG,12/14/2022,07:16PM,N/A,,,,,,
Cam 9,26,Cam 9/IMG_0026.JPG,12/14/2022,07:16PM,N/A,,,,,,
Cam 9,27,Cam 9/IMG_0027.JPG,12/14/2022,07:16PM,N/A,,,,,,
Cam 9,28,Cam 9/IMG_0028.JPG,12/14/2022,07:16PM,N/A,,,,,,
Cam 9,29,Cam 9/IMG_0029.JPG,12/14/2022,07:16PM,N/A,,,,,,
Cam 9,30,Cam 9/IMG_0030.JPG,12/14/2022,07:16PM,N/A,,,,,,
Cam 9,31,Cam 9/IMG_0031.JPG,12/14/2022,07:16PM,N/A,,,,,,
Cam 9,32,Cam 9/IMG_0032.JPG,12/14/2022,07:16PM,N/A,,,,,,
Cam 9,33,Cam 9/IMG_0033.JPG,12/14/2022,07:16PM,N/A,,,,,,
Cam 9,34,Cam 9/IMG_0034.JPG,12/14/2022,07:16PM,N/A,,,,,,
Cam 9,35,Cam 9/IMG_0035.JPG,12/14/2022,07:16PM,N/A,,,,,,
Cam 9,36,Cam 9/IMG_0036.JPG,12/14/2022,07:16PM,N/A,,,,,,
Cam 9,37,Cam 9/IMG_0037.JPG,12/14/2022,07:16PM,N/A,,,,,,
Cam 9,38,Cam 9/IMG_0038.JPG,12/14/2022,07:16PM,N/A,,,,,,
Cam 9,39,Cam 9/IMG_0039.JPG,12/14/2022,07:16PM,N/A,,,,,,
Cam 9,40,Cam 9/IMG_0040.JPG,12/14/2022,07:16PM,N/A,,,,,,
Cam 9,41,Cam 9/IMG_0041.JPG,12/14/2022,07:16PM,N/A,,,,,,
Cam 9,42,Cam 9/IMG_0042.JPG,12/14/2022,07:16PM,N/A,,,,,,
Cam 9,43,Cam 9/IMG_0043.JPG,12/14/2022,07:16PM,N/A,,,,,,
Cam 9,44,Cam 9/IMG_0044.JPG,12/14/2022,07:16PM,N/A,,,,,,
Cam 9,45,Cam 9/IMG_0045.JPG,12/14/2022,07:16PM,N/A,,,,,,
Cam 9,46,Cam 9/IMG_0046.JPG,12/14/2022,07:16PM,N/A,,,,,,
Cam 9,47,Cam 9/IMG_0047.JPG,12/14/2022,07:16PM,N/A,,,,,,
Cam 9,48,Cam 9/IMG_0048.JPG,12/14/2022,07:16PM,N/A,,,,,,
Cam 9,49,Cam 9/IMG_0049.JPG,12/14/2022,07:16PM,N/A,,,,,,
Cam 9,50,Cam 9/IMG_0050.JPG,12/14/2022,07:16PM,N/A,,,,,,
Cam 9,51,Cam 9/IMG_0051.JPG,12/14/2022,07:16PM,N/A,,,,,,
Cam 9,52,Cam 9/IMG_0052.JPG,12/14/2022,07:16PM,N/A,,,,,,
Cam 9,53,Cam 9/IMG_0053.JPG,12/14/2022,07:16PM,N/A,,,,,,
Cam 9,54,Cam 9/IMG_0054.JPG,12/14/2022,07:16PM,N/A,,,,,,
Cam 9,55,Cam 9/IMG_0055.JPG,12/14/2022,07:16PM,N/A,,,,,,
Cam 9,56,Cam 9/IMG_0056.JPG,12/14/2022,07:16PM,N/A,,,,,,
Cam 9,57,Cam 9/IMG_0057.JPG,12/14/2022,07:16PM,N/A,,,,,,
Cam 9,58,Cam 9/IMG_0058.JPG,12/14/2022,07:16PM,N/A,,,,,,
Cam 9,59,Cam 9/IMG_0059.JPG,12/14/2022,07:16PM,N/A,,,,,,
Cam 9,60,Cam 9/IMG_0060.JPG,12/14/2022,07:16PM,N/A,,,,,,
Cam 9,61,Cam 9/IMG_0061.JPG,12/14/2022,07:16PM,N/A,,,,,,
Cam 9,62,Cam 9/IMG_0062.JPG,12/14/2022,07:16PM,N/A,,,,,,
Cam 9,63,Cam 9/IMG_0063.JPG,12/14/2022,07:16PM,N/A,,,,,,
Cam 9,64,Cam 9/IMG_0064.JPG,12/14/2022,07:16PM,N/A,,,,,,
Cam 9,65,Cam 9/IMG_0065.JPG,12/14/2022,07:16PM,N/A,,,,,,
Cam 9,66,Cam 9/IMG_0066.JPG,12/14/2022,07:16PM,N/A,,,,,,
Cam 9,67,Cam 9/IMG_0067.JPG,12/14/2022,07:16PM,N/A,,,,,,
