Camera no,No,Filename,Date,Time,Species ,Distance 1,Angle 1,Distance 2,Angle 2,Distance 3,Angle 3
Cam 1,1,Cam 1/IMG_0001.JPG,N/A,N/A,N/A,,,,,,
Cam 1,2,Cam 1/IMG_0002.JPG,N/A,N/A,N/A,,,,,,
Cam 1,3,Cam 1/IMG_0003.JPG,12/23/2022,12:49PM,N/A,,,,,,
Cam 1,4,Cam 1/IMG_0004.JPG,12/23/2022,12:49PM,N/A,,,,,,
Cam 1,5,Cam 1/IMG_0005.JPG,12/23/2022,12:49PM,N/A,,,,,,
Cam 1,6,Cam 1/IMG_0006.JPG,12/23/2022,12:49PM,N/A,,,,,,
Cam 1,7,Cam 1/IMG_0007.JPG,12/23/2022,12:49PM,N/A,,,,,,
Cam 1,8,Cam 1/IMG_0008.JPG,12/23/2022,12:49PM,N/A,,,,,,
Cam 1,9,Cam 1/IMG_0009.JPG,12/23/2022,12:49PM,N/A,,,,,,
Cam 1,10,Cam 1/IMG_0010.JPG,12/23/2022,12:49PM,N/A,,,,,,
Cam 1,11,Cam 1/IMG_0011.JPG,12/23/2022,12:49PM,N/A,,,,,,
Cam 1,12,Cam 1/IMG_0012.JPG,12/23/2022,12:49PM,N/A,,,,,,
Cam 1,13,Cam 1/IMG_0013.JPG,12/23/2022,12:49PM,N/A,,,,,,
Cam 1,14,Cam 1/IMG_0014.JPG,12/23/2022,12:49PM,N/A,,,,,,
Cam 1,15,Cam 1/IMG_0015.JPG,12/23/2022,12:49PM,N/A,,,,,,
Cam 1,16,Cam 1/IMG_0016.JPG,12/23/2022,12:49PM,N/A,,,,,,
Cam 1,17,Cam 1/IMG_0017.JPG,12/23/2022,12:49PM,N/A,,,,,,
Cam 1,18,Cam 1/IMG_0018.JPG,12/23/2022,12:49PM,N/A,,,,,,
Cam 1,19,Cam 1/IMG_0019.JPG,12/23/2022,12:49PM,N/A,,,,,,
Cam 1,20,Cam 1/IMG_0020.JPG,12/23/2022,12:49PM,N/A,,,,,,
Cam 1,21,Cam 1/IMG_0021.JPG,12/23/2022,12:49PM,N/A,,,,,,
Cam 1,22,Cam 1/IMG_0022.JPG,12/23/2022,12:49PM,N/A,,,,,,
Cam 1,23,Cam 1/IMG_0023.JPG,12/23/2022,12:49PM,N/A,,,,,,
Cam 1,24,Cam 1/IMG_0024.JPG,12/23/2022,12:49PM,N/A,,,,,,
Cam 1,25,Cam 1/IMG_0025.JPG,12/23/2022,12:49PM,N/A,,,,,,
Cam 1,26,Cam 1/IMG_0026.JPG,12/23/2022,12:49PM,N/A,,,,,,
Cam 1,27,Cam 1/IMG_0027.JPG,12/23/2022,12:49PM,N/A,,,,,,
Cam 1,28,Cam 1/IMG_0028.JPG,12/23/2022,12:49PM,N/A,,,,,,
Cam 1,29,Cam 1/IMG_0029.JPG,12/23/2022,12:49PM,N/A,,,,,,
Cam 1,30,Cam 1/IMG_0030.JPG,12/23/2022,12:49PM,N/A,,,,,,
Cam 1,31,Cam 1/IMG_0031.JPG,12/23/2022,12:49PM,N/A,,,,,,
Cam 1,32,Cam 1/IMG_0032.JPG,12/23/2022,12:49PM,N/A,,,,,,
Cam 1,33,Cam 1/IMG_0033.JPG,12/23/2022,12:49PM,N/A,,,,,,
Cam 1,34,Cam 1/IMG_0034.JPG,12/23/2022,12:49PM,N/A,,,,,,
Cam 1,35,Cam 1/IMG_0035.JPG,12/23/2022,12:49PM,N/A,,,,,,
Cam 1,36,Cam 1/IMG_0036.JPG,12/23/2022,12:49PM,N/A,,,,,,
Cam 1,37,Cam 1/IMG_0037.JPG,12/23/2022,12:49PM,N/A,,,,,,
Cam 1,38,Cam 1/IMG_0038.JPG,12/23/2022,12:49PM,N/A,,,,,,
Cam 1,39,Cam 1/IMG_0039.JPG,12/23/2022,12:49PM,N/A,,,,,,
Cam 1,40,Cam 1/IMG_0040.JPG,12/23/2022,12:49PM,N/A,,,,,,
Cam 1,41,Cam 1/IMG_0041.JPG,12/23/2022,12:49PM,N/A,,,,,,
Cam 1,42,Cam 1/IMG_0042.JPG,12/23/2022,12:49PM,N/A,,,,,,
Cam 1,43,Cam 1/IMG_0043.JPG,12/23/2022,12:49PM,N/A,,,,,,
Cam 1,44,Cam 1/IMG_0044.JPG,12/23/2022,12:49PM,N/A,,,,,,
Cam 1,45,Cam 1/IMG_0045.JPG,12/23/2022,12:49PM,N/A,,,,,,
Cam 1,46,Cam 1/IMG_0046.JPG,12/23/2022,12:49PM,N/A,,,,,,
Cam 1,47,Cam 1/IMG_0047.JPG,12/23/2022,12:49PM,N/A,,,,,,
Cam 1,48,Cam 1/IMG_0048.JPG,12/23/2022,12:49PM,N/A,,,,,,
Cam 1,49,Cam 1/IMG_0049.JPG,12/23/2022,12:49PM,N/A,,,,,,
Cam 1,50,Cam 1/IMG_0050.JPG,12/23/2022,12:49PM,N/A,,,,,,
Cam 1,51,Cam 1/IMG_0051.JPG,12/23/2022,12:49PM,N/A,,,,,,
Cam 1,52,Cam 1/IMG_0052.JPG,12/23/2022,12:49PM,N/A,,,,,,
Cam 1,53,Cam 1/IMG_0053.JPG,12/23/2022,12:49PM,N/A,,,,,,
Cam 1,54,Cam 1/IMG_0054.JPG,12/23/2022,12:49PM,N/A,,,,,,
Cam 1,55,Cam 1/IMG_0055.JPG,12/23/2022,12:49PM,N/A,,,,,,
Cam 1,56,Cam 1/IMG_0056.JPG,12/23/2022,12:49PM,N/A,,,,,,
Cam 1,57,Cam 1/IMG_0057.JPG,12/23/2022,12:49PM,N/A,,,,,,
Cam 1,58,Cam 1/IMG_0058.JPG,12/23/2022,12:49PM,N/A,,,,,,
Cam 1,59,Cam 1/IMG_0059.JPG,12/23/2022,12:49PM,N/A,,,,,,
Cam 1,60,Cam 1/IMG_0060.JPG,12/23/2022,12:49PM,N/A,,,,,,
Cam 1,61,Cam 1/IMG_0061.JPG,12/23/2022,12:49PM,N/A,,,,,,
Cam 1,62,Cam 1/IMG_0062.JPG,12/23/2022,12:49PM,N/A,,,,,,
Cam 1,63,Cam 1/IMG_0063.JPG,12/23/2022,12:49PM,N/A,,,,,,
Cam 1,64,Cam 1/IMG_0064.JPG,12/23/2022,12:49PM,N/A,,,,,,
Cam 1,65,Cam 1/IMG_0065.JPG,12/23/2022,12:49PM,N/A,,,,,,
Cam 1,66,Cam 1/IMG_0066.JPG,12/23/2022,12:49PM,N/A,,,,,,
Cam 1,67,Cam 1/IMG_0067.JPG,12/23/2022,12:49PM,N/A,,,,,,
Cam 1,68,Cam 1/IMG_0068.JPG,12/23/2022,12:49PM,N/A,,,,,,
Cam 1,69,Cam 1/IMG_0069.JPG,12/23/2022,12:49PM,N/A,,,,,,
Cam 1,70,Cam 1/IMG_0070.JPG,12/23/2022,12:49PM,N/A,,,,,,
Cam 1,71,Cam 1/IMG_0071.JPG,12/23/2022,12:49PM,N/A,,,,,,
Cam 1,72,Cam 1/IMG_0072.JPG,12/23/2022,12:49PM,N/A,,,,,,
Cam 1,73,Cam 1/IMG_0073.JPG,12/23/2022,12:49PM,N/A,,,,,,
Cam 1,74,Cam 1/IMG_0074.JPG,12/23/2022,12:49PM,N/A,,,,,,
Cam 1,75,Cam 1/IMG_0075.JPG,12/23/2022,12:49PM,N/A,,,,,,
Cam 1,76,Cam 1/IMG_0076.JPG,12/23/2022,12:49PM,N/A,,,,,,
Cam 1,77,Cam 1/IMG_0077.JPG,12/23/2022,12:49PM,N/A,,,,,,
Cam 1,78,Cam 1/IMG_0078.JPG,12/23/2022,12:49PM,N/A,,,,,,
Cam 1,79,Cam 1/IMG_0079.JPG,12/23/2022,12:49PM,N/A,,,,,,
Cam 1,80,Cam 1/IMG_0080.JPG,12/23/2022,12:49PM,N/A,,,,,,
Cam 1,81,Cam 1/IMG_0081.JPG,12/23/2022,12:50PM,N/A,,,,,,
Cam 1,82,Cam 1/IMG_0082.JPG,12/23/2022,12:50PM,N/A,,,,,,
Cam 1,83,Cam 1/IMG_0083.JPG,12/23/2022,12:50PM,N/A,,,,,,
Cam 1,84,Cam 1/IMG_0084.JPG,12/23/2022,12:50PM,N/A,,,,,,
Cam 1,85,Cam 1/IMG_0085.JPG,12/23/2022,12:50PM,N/A,,,,,,
Cam 1,86,Cam 1/IMG_0086.JPG,12/23/2022,12:50PM,N/A,,,,,,
Cam 1,87,Cam 1/IMG_0087.JPG,12/23/2022,12:50PM,N/A,,,,,,
Cam 1,88,Cam 1/IMG_0088.JPG,12/23/2022,12:50PM,N/A,,,,,,
Cam 1,89,Cam 1/IMG_0089.JPG,12/23/2022,12:50PM,N/A,,,,,,
Cam 1,90,Cam 1/IMG_0090.JPG,12/23/2022,12:50PM,N/A,,,,,,
Cam 1,91,Cam 1/IMG_0091.JPG,12/23/2022,12:50PM,N/A,,,,,,
Cam 1,92,Cam 1/IMG_0092.JPG,12/23/2022,12:50PM,N/A,,,,,,
Cam 1,93,Cam 1/IMG_0093.JPG,12/23/2022,12:50PM,N/A,,,,,,
Cam 1,94,Cam 1/IMG_0094.JPG,12/23/2022,12:50PM,N/A,,,,,,
Cam 1,95,Cam 1/IMG_0095.JPG,12/23/2022,12:50PM,N/A,,,,,,
Cam 1,96,Cam 1/IMG_0096.JPG,12/23/2022,12:54PM,N/A,,,,,,
Cam 1,97,Cam 1/IMG_0097.JPG,12/23/2022,12:54PM,N/A,,,,,,
Cam 1,98,Cam 1/IMG_0098.JPG,12/23/2022,12:54PM,N/A,,,,,,
Cam 1,99,Cam 1/IMG_0099.JPG,12/23/2022,12:54PM,N/A,,,,,,
Cam 1,100,Cam 1/IMG_0100.JPG,12/23/2022,12:54PM,N/A,,,,,,
Cam 1,101,Cam 1/IMG_0101.JPG,12/23/2022,12:54PM,N/A,,,,,,
Cam 1,102,Cam 1/IMG_0102.JPG,12/23/2022,12:54PM,N/A,,,,,,
Cam 1,103,Cam 1/IMG_0103.JPG,12/23/2022,12:54PM.,N/A,,,,,,
Cam 1,104,Cam 1/IMG_0104.JPG,12/23/2022,12:54PM,N/A,,,,,,
Cam 1,105,Cam 1/IMG_0105.JPG,12/23/2022,12:54PM,N/A,,,,,,
Cam 1,106,Cam 1/IMG_0106.JPG,12/23/2022,12:54PM,N/A,,,,,,
Cam 1,107,Cam 1/IMG_0107.JPG,12/23/2022,12:54PM,N/A,,,,,,
Cam 1,108,Cam 1/IMG_0108.JPG,12/23/2022,12:54PM,N/A,,,,,,
Cam 1,109,Cam 1/IMG_0109.JPG,12/23/2022,12:54PM,N/A,,,,,,
Cam 1,110,Cam 1/IMG_0110.JPG,12/23/2022,12:54PM,N/A,,,,,,
Cam 1,111,Cam 1/IMG_0111.JPG,12/23/2022,12:54PM,N/A,,,,,,
Cam 1,112,Cam 1/IMG_0112.JPG,12/23/2022,12:54PM,N/A,,,,,,
Cam 1,113,Cam 1/IMG_0113.JPG,12/23/2022,12:54PM,N/A,,,,,,
Cam 1,114,Cam 1/IMG_0114.JPG,12/23/2022,12:55PM,N/A,,,,,,
Cam 1,115,Cam 1/IMG_0115.JPG,12/23/2022,12:55PM,N/A,,,,,,
Cam 1,116,Cam 1/IMG_0116.JPG,12/23/2022,12:55PM,N/A,,,,,,
Cam 1,117,Cam 1/IMG_0117.JPG,12/23/2022,12:55PM,N/A,,,,,,
Cam 1,118,Cam 1/IMG_0118.JPG,12/23/2022,12:55PM,N/A,,,,,,
Cam 1,119,Cam 1/IMG_0119.JPG,12/23/2022,12:55PM,N/A,,,,,,
Cam 1,120,Cam 1/IMG_0120.JPG,12/23/2022,12:55PM,N/A,,,,,,
Cam 1,121,Cam 1/IMG_0121.JPG,12/23/2022,12:55PM,N/A,,,,,,
Cam 1,122,Cam 1/IMG_0122.JPG,12/23/2022,12:55PM,N/A,,,,,,
Cam 1,123,Cam 1/IMG_0123.JPG,12/23/2022,12:55PM,N/A,,,,,,
Cam 1,124,Cam 1/IMG_0124.JPG,12/23/2022,12:55PM,N/A,,,,,,
Cam 1,125,Cam 1/IMG_0125.JPG,12/23/2022,12:55PM,N/A,,,,,,
Cam 1,126,Cam 1/IMG_0126.JPG,12/23/2022,12:55PM,N/A,,,,,,
Cam 1,127,Cam 1/IMG_0127.JPG,12/23/2022,12:55PM,N/A,,,,,,
