Camera no,No,Filename,Date,Time,Species ,Distance 1,Angle 1,Distance 2,Angle 2,Distance 3,Angle 3
Cam 13,1,Cam 13/IMG_0001.JPG,12/26/2022,09:44AM,N/A,,,,,,
Cam 13,2,Cam 13/IMG_0002.JPG,12/26/2022,09:44AM,N/A,,,,,,
Cam 13,3,Cam 13/IMG_0003.JPG,12/26/2022,09:44AM,N/A,,,,,,
Cam 13,4,Cam 13/IMG_0004.JPG,12/26/2022,09:44AM,N/A,,,,,,
Cam 13,5,Cam 13/IMG_0005.JPG,12/26/2022,09:44AM,N/A,,,,,,
Cam 13,6,Cam 13/IMG_0006.JPG,12/26/2022,09:44AM,N/A,,,,,,
Cam 13,7,Cam 13/IMG_0007.JPG,12/26/2022,09:44AM,N/A,,,,,,
Cam 13,8,Cam 13/IMG_0008.JPG,12/26/2022,09:44AM,N/A,,,,,,
Cam 13,9,Cam 13/IMG_0009.JPG,12/26/2022,09:44AM,N/A,,,,,,
Cam 13,10,Cam 13/IMG_0010.JPG,12/26/2022,09:44AM,N/A,,,,,,
Cam 13,11,Cam 13/IMG_0011.JPG,12/26/2022,09:44AM,N/A,,,,,,
Cam 13,12,Cam 13/IMG_0012.JPG,12/26/2022,09:44AM,N/A,,,,,,
Cam 13,13,Cam 13/IMG_0013.JPG,12/26/2022,09:44AM,N/A,,,,,,
Cam 13,14,Cam 13/IMG_0014.JPG,12/26/2022,09:44AM,N/A,,,,,,
Cam 13,15,Cam 13/IMG_0015.JPG,12/26/2022,09:44AM,N/A,,,,,,
Cam 13,16,Cam 13/IMG_0016.JPG,12/26/2022,09:44AM,N/A,,,,,,
Cam 13,17,Cam 13/IMG_0017.JPG,12/26/2022,09:44AM,N/A,,,,,,
Cam 13,18,Cam 13/IMG_0018.JPG,12/26/2022,09:44AM,N/A,,,,,,
Cam 13,19,Cam 13/IMG_0019.JPG,12/26/2022,09:44AM,N/A,,,,,,
Cam 13,20,Cam 13/IMG_0020.JPG,12/26/2022,09:44AM,N/A,,,,,,
Cam 13,21,Cam 13/IMG_0021.JPG,12/26/2022,09:44AM,N/A,,,,,,
Cam 13,22,Cam 13/IMG_0022.JPG,12/26/2022,09:44AM,N/A,,,,,,
Cam 13,23,Cam 13/IMG_0023.JPG,12/26/2022,09:44AM,N/A,,,,,,
Cam 13,24,Cam 13/IMG_0024.JPG,12/26/2022,09:44AM,N/A,,,,,,
Cam 13,25,Cam 13/IMG_0025.JPG,12/26/2022,09:47AM,N/A,,,,,,
Cam 13,26,Cam 13/IMG_0026.JPG,12/26/2022,09:47AM,N/A,,,,,,
Cam 13,27,Cam 13/IMG_0027.JPG,12/26/2022,09:47AM,N/A,,,,,,
Cam 13,28,Cam 13/IMG_0028.JPG,12/26/2022,09:47AM,N/A,,,,,,
Cam 13,29,Cam 13/IMG_0029.JPG,12/26/2022,09:47AM,N/A,,,,,,
Cam 13,30,Cam 13/IMG_0030.JPG,12/26/2022,09:47AM,N/A,,,,,,
Cam 13,31,Cam 13/IMG_0031.JPG,12/26/2022,09:47AM,N/A,,,,,,
Cam 13,32,Cam 13/IMG_0032.JPG,12/26/2022,09:47AM,N/A,,,,,,
Cam 13,33,Cam 13/IMG_0033.JPG,12/26/2022,09:47AM,N/A,,,,,,
Cam 13,34,Cam 13/IMG_0034.JPG,12/26/2022,09:47AM,N/A,,,,,,
Cam 13,35,Cam 13/IMG_0035.JPG,12/26/2022,09:47AM,N/A,,,,,,
Cam 13,36,Cam 13/IMG_0036.JPG,12/26/2022,09:47AM,N/A,,,,,,
Cam 13,37,Cam 13/IMG_0037.JPG,12/26/2022,09:47AM,N/A,,,,,,
Cam 13,38,Cam 13/IMG_0038.JPG,12/26/2022,09:47AM,N/A,,,,,,
Cam 13,39,Cam 13/IMG_0039.JPG,12/26/2022,09:47AM,N/A,,,,,,
Cam 13,40,Cam 13/IMG_0040.JPG,12/26/2022,09:47AM,N/A,,,,,,
Cam 13,41,Cam 13/IMG_0041.JPG,12/26/2022,09:47AM,N/A,,,,,,
Cam 13,42,Cam 13/IMG_0042.JPG,12/26/2022,09:47AM,N/A,,,,,,
Cam 13,43,Cam 13/IMG_0043.JPG,12/26/2022,09:47AM,N/A,,,,,,
Cam 13,44,Cam 13/IMG_0044.JPG,12/26/2022,09:47AM,N/A,,,,,,
Cam 13,45,Cam 13/IMG_0045.JPG,12/26/2022,09:47AM,N/A,,,,,,
Cam 13,46,Cam 13/IMG_0046.JPG,12/26/2022,09:47AM,N/A,,,,,,
Cam 13,47,Cam 13/IMG_0047.JPG,12/26/2022,09:47AM,N/A,,,,,,
Cam 13,48,Cam 13/IMG_0048.JPG,12/26/2022,09:47AM,N/A,,,,,,
Cam 13,49,Cam 13/IMG_0049.JPG,12/26/2022,09:47AM,N/A,,,,,,
Cam 13,50,Cam 13/IMG_0050.JPG,12/26/2022,09:47AM,N/A,,,,,,
Cam 13,51,Cam 13/IMG_0051.JPG,12/26/2022,09:47AM,N/A,,,,,,
Cam 13,52,Cam 13/IMG_0052.JPG,12/26/2022,09:47AM,N/A,,,,,,
Cam 13,53,Cam 13/IMG_0053.JPG,12/26/2022,09:47AM,N/A,,,,,,
Cam 13,54,Cam 13/IMG_0054.JPG,12/26/2022,09:47AM,N/A,,,,,,
Cam 13,55,Cam 13/IMG_0055.JPG,12/26/2022,09:47AM,N/A,,,,,,
Cam 13,56,Cam 13/IMG_0056.JPG,12/26/2022,09:47AM,N/A,,,,,,
Cam 13,57,Cam 13/IMG_0057.JPG,12/26/2022,09:47AM,N/A,,,,,,
Cam 13,58,Cam 13/IMG_0058.JPG,12/26/2022,09:47AM,N/A,,,,,,
Cam 13,59,Cam 13/IMG_0059.JPG,12/26/2022,09:47AM,N/A,,,,,,
Cam 13,60,Cam 13/IMG_0060.JPG,12/26/2022,09:47AM,N/A,,,,,,
Cam 13,61,Cam 13/IMG_0061.JPG,12/26/2022,09:47AM,N/A,,,,,,
Cam 13,62,Cam 13/IMG_0062.JPG,12/26/2022,09:47AM,N/A,,,,,,
Cam 13,63,Cam 13/IMG_0063.JPG,12/26/2022,09:47AM,N/A,,,,,,
Cam 13,64,Cam 13/IMG_0064.JPG,12/26/2022,09:47AM,N/A,,,,,,
Cam 13,65,Cam 13/IMG_0065.JPG,12/26/2022,09:47AM,N/A,,,,,,
Cam 13,66,Cam 13/IMG_0066.JPG,12/26/2022,09:47AM,N/A,,,,,,
Cam 13,67,Cam 13/IMG_0067.JPG,12/26/2022,09:47AM,N/A,,,,,,
Cam 13,68,Cam 13/IMG_0068.JPG,12/26/2022,09:47AM,N/A,,,,,,
Cam 13,69,Cam 13/IMG_0069.JPG,12/26/2022,09:47AM,N/A,,,,,,
Cam 13,70,Cam 13/IMG_0070.JPG,12/26/2022,09:47AM,N/A,,,,,,
Cam 13,71,Cam 13/IMG_0071.JPG,12/26/2022,09:47AM,N/A,,,,,,
Cam 13,72,Cam 13/IMG_0072.JPG,12/26/2022,09:47AM,N/A,,,,,,
Cam 13,73,Cam 13/IMG_0073.JPG,12/26/2022,09:48AM,N/A,,,,,,
Cam 13,74,Cam 13/IMG_0074.JPG,12/26/2022,09:48AM,N/A,,,,,,
Cam 13,75,Cam 13/IMG_0075.JPG,12/26/2022,09:48AM,N/A,,,,,,
